name,type,group,province,city,address,latitude,longitude,beds,practiceNumber,switchhouse,phone,source
Caledon/Hermanus/Stanford Mobile 4,clinic,,WC,,"C/O Dreyer and Mathilda May Street, Stanford",,,,,,,dsfsi_vacc
Calitzdorp DRC Church Hall,clinic,,WC,,Main Road,,,,,,,dsfsi_vacc
Callie de Wet Hall,clinic,,WC,,8 Kerk Street,,,,,,,dsfsi_vacc
Camelot and Silversands Satellite Clinic,clinic,,WC,,,-33.9813,18.6775,,,,,who_mfl
Cape Health Collective,clinic,,WC,,,-33.9840104,18.4780324,,,,,osm
Chapel Bettysbay,clinic,,WC,,"Lakeside Road, Bettysbay",,,,,,,dsfsi_vacc
Chapel Street Clinic,clinic,,WC,"Woodstock, Cape Town",Balfour Street,-33.9288,18.4399,,,,,who_mfl
Charles Morkel Hall,clinic,,WC,Cape Town,"Philip Mostert Street (off Church Street), Strand, 7139",,,,,,,dsfsi_vacc
Chatsworth Satellite Clinic,clinic,Public,WC,,,-33.548,18.5842,,,,,who_mfl
Chestnut Satellite Clinic,clinic,,WC,Cape Town,"Chestnut Way, Belhar",-33.9488,18.6206,,,,,who_mfl
Child Guidance Clinic,clinic,,WC,,,-33.9540478,18.4711239,,,,,osm
Chiropractor,clinic,,WC,,Fifth Avenue,-34.0451676,18.5020031,,,,,osm
Chris Van Zyl Hall,clinic,,WC,,Voortrekker Road,,,,,,,dsfsi_vacc
Civic Centre Clinic,clinic,,WC,,,-33.9216,18.4294,,,,,who_mfl
Clicks Pharmacy Adderley Street,clinic,Independent,WC,Cape Town,Senso Centre Adderley Street,,,,,,,dsfsi_vacc
Clicks Pharmacy Airport Shopping Centre Belhar,clinic,Independent,WC,Cape Town,Cnr Stellenbosch Arterial Road & Belhar Drive,,,,,,,dsfsi_vacc
Clicks Pharmacy Ashers,clinic,Independent,WC,Cape Town,171 Main Road,,,,,,,dsfsi_vacc
Clicks Pharmacy Beaufort West,clinic,Independent,WC,,"115 Donkin St, Beaufort West",,,,,,,dsfsi_vacc
Clicks Pharmacy Blue Route,clinic,Independent,WC,Cape Town,G4 Main Road,,,,,,,dsfsi_vacc
Clicks Pharmacy Brackenfell Centre,clinic,Independent,WC,Cape Town,Corner of Old Paarl Road and Jeannette Street,,,,,,,dsfsi_vacc
Clicks Pharmacy Canal Walk,clinic,Independent,WC,Cape Town,103 Lower Level,,,,,,,dsfsi_vacc
Clicks Pharmacy Capricorn Square,clinic,Independent,WC,Cape Town,Cnr Prince George Drive & Drury Road,,,,,,,dsfsi_vacc
Clicks Pharmacy Ceres,clinic,Independent,WC,,"Shop 3 Pick 'n Pay Centre, Voortrekker Street, Ceres",,,,,,,dsfsi_vacc
Clicks Pharmacy Constantia,clinic,Independent,WC,Cape Town,"Shop 12 & 13, Constantia Courtyard Shopping Centre, Main Road",,,,,,,dsfsi_vacc
Clicks Pharmacy Constantia Emporium,clinic,Independent,WC,Cape Town,"Constantia Emporium, Ladies Mile Rd, Constantia",,,,,,,dsfsi_vacc
Clicks Pharmacy Delft Mall,clinic,Independent,WC,Cape Town,"Delft Mall, Hindle Road",,,,,,,dsfsi_vacc
Clicks Pharmacy Durbanville,clinic,Independent,WC,Cape Town,"Shop 1, Durbanville Shopping Centre, CNR Main & Wellington Roads",,,,,,,dsfsi_vacc
Clicks Pharmacy Edgemead,clinic,Independent,WC,Cape Town,"Edgemead Shopping Centre, Louis Thibault Drive",,,,,,,dsfsi_vacc
Clicks Pharmacy Gansbaai,clinic,Independent,WC,,Main Road,,,,,,,dsfsi_vacc
Clicks Pharmacy Gardens Centre,clinic,Independent,WC,Cape Town,Mill Street,,,,,,,dsfsi_vacc
Clicks Pharmacy George 2,clinic,Independent,WC,,"Pick n Pay Centre, 4th Street, George",,,,,,,dsfsi_vacc
Clicks Pharmacy Glengarrif,clinic,Independent,WC,Cape Town,2 Main Road,,,,,,,dsfsi_vacc
Clicks Pharmacy Golden Acre,clinic,Independent,WC,Cape Town,Castle Street,,,,,,,dsfsi_vacc
Clicks Pharmacy Goodwood,clinic,Independent,WC,Cape Town,"Goodwood Mall, Cnr Macdonald Street & Voortrekker Roads, Goodwood",,,,,,,dsfsi_vacc
Clicks Pharmacy Hermanus,clinic,Independent,WC,,Main Street,,,,,,,dsfsi_vacc
Clicks Pharmacy Hout Bay,clinic,Independent,WC,Cape Town,Cnr Main & Princess Roads,,,,,,,dsfsi_vacc
Clicks Pharmacy Kenilworth,clinic,Independent,WC,Cape Town,Doncaster Road,,,,,,,dsfsi_vacc
Clicks Pharmacy Laborie Centre,clinic,Independent,WC,,Main Road,,,,,,,dsfsi_vacc
Clicks Pharmacy Langeberg Mall,clinic,Independent,WC,,"Shop 15 Langerberg Mall, Fourie Road, Voorbaai, Mosselbay",,,,,,,dsfsi_vacc
Clicks Pharmacy Malmesbury,clinic,Independent,WC,,Cnr Hill & Voortrekker Streets,,,,,,,dsfsi_vacc
Clicks Pharmacy Melkbos,clinic,Independent,WC,Cape Town,2 Birkenhead Shopping Centre,,,,,,,dsfsi_vacc
Clicks Pharmacy Mossel Bay,clinic,Independent,WC,,Louis Fourie Road,,,,,,,dsfsi_vacc
Clicks Pharmacy Mountain Mill,clinic,Independent,WC,,"Shop 111 Mountain Mill Dr, Hospital Hill, Worcester",,,,,,,dsfsi_vacc
Clicks Pharmacy Observatory,clinic,Independent,WC,Cape Town,"364 Main Road, Cnr Browning and Main Road",,,,,,,dsfsi_vacc
Clicks Pharmacy Paarl,clinic,Independent,WC,,20 Lady Grey Street,,,,,,,dsfsi_vacc
Clicks Pharmacy Paarl Mall,clinic,Independent,WC,,Cnr Vlei & Jones Roads,,,,,,,dsfsi_vacc
Clicks Pharmacy Pinehurst,clinic,Independent,WC,Cape Town,Pinehurst Mall,,,,,,,dsfsi_vacc
Clicks Pharmacy Pinelands (Howard Centre),clinic,Independent,WC,Cape Town,Howard Drive,,,,,,,dsfsi_vacc
Clicks Pharmacy Prospur,clinic,Independent,WC,Cape Town,76 Churchill Road,,,,,,,dsfsi_vacc
Clicks Pharmacy Seaside Village,clinic,Independent,WC,Cape Town,Cnr Otto Du Plessis Drive & Cormorant Road,,,,,,,dsfsi_vacc
Clicks Pharmacy Soneike,clinic,Independent,WC,Cape Town,C/O Bottelery Road & Amandal Drive,,,,,,,dsfsi_vacc
Clicks Pharmacy Strand Square,clinic,Independent,WC,Cape Town,Cnr Mills & Fagan Streets,,,,,,,dsfsi_vacc
Clicks Pharmacy Swellendam,clinic,Independent,WC,,"Shop No 1 Swellenmark Mall Swellendam, Main Road, Swellendam",,,,,,,dsfsi_vacc
Clicks Pharmacy Table Bay Mall,clinic,Independent,WC,Cape Town,Table Bay Mall,,,,,,,dsfsi_vacc
Clicks Pharmacy The Paddocks,clinic,Independent,WC,Cape Town,Racecourse Road,,,,,,,dsfsi_vacc
Clicks Pharmacy Tygervalley,clinic,Independent,WC,Cape Town,"Shop 533, Tygervalley Shopping Centre, Bill Bezuidenhout Avenue",,,,,,,dsfsi_vacc
Clicks Pharmacy Tygervalley (Intercare),clinic,Independent,WC,Cape Town,Cnr Old Oak & Durban Roads,,,,,,,dsfsi_vacc
Clicks Pharmacy V & A Waterfront,clinic,Independent,WC,Cape Town,Dock Road,,,,,,,dsfsi_vacc
Clicks Pharmacy Vredendal Mall,clinic,Independent,WC,,Church Street,,,,,,,dsfsi_vacc
Clicks Pharmacy Welgelee Plein,clinic,Independent,WC,,Cnr Champagne & Piet Retief Streets,,,,,,,dsfsi_vacc
Clicks Pharmacy Westcoast Village,clinic,Independent,WC,Cape Town,"Shop 16, West Coast Village Shopping Centre, CNR West Coast & Sandown Roads, Sunningdale",,,,,,,dsfsi_vacc
Clicks Pharmacy Witteklip Mall,clinic,Independent,WC,,Saldahna Road,,,,,,,dsfsi_vacc
Clicks Pharmacy Zevenwacht,clinic,Independent,WC,Cape Town,Cnr Van Rebeeck & Stellenbosch Roads,,,,,,,dsfsi_vacc
Cogmanskloof Clinic,clinic,Public,WC,,"C/O Jakaranda and Carnation Avenue, Ashton",-33.8333,20.036,,,,,who_mfl
Comprehensive Health Care,clinic,,WC,"Parow Valley, Cape Town",Market Street,-33.9129432,18.5882327,,,,,osm
Crescent Clinic Psychiatric Hospital,clinic,,WC,"Claremont, Cape Town",Main Road,-33.9892354,18.4670637,,,,+27 21 762 7666,osm
Crossroads 1 Clinic,clinic,,WC,Cape Town,Lansdowne Road,-33.9952,18.6102,,,,,who_mfl
Crossroads Hall,clinic,,WC,Cape Town,"Gwayi Street, Lower Crossroads, Cape Town, 7750",,,,,,,dsfsi_vacc
D'Almeida Community Hall,clinic,,WC,,"Mossel Street, D'Almeida",,,,,,,dsfsi_vacc
Dal Josaphat Clinic,clinic,,WC,,,-33.6994,19.0161,,,,,who_mfl
Dalvale Clinic,clinic,Public,WC,,Simfonielaan Wes,-33.7022,18.9917,,,,,who_mfl
Darling Clinic,clinic,Public,WC,,,-33.3705,18.3869,,,,,who_mfl
De Doorns Clinic,clinic,Public,WC,,"Wilger Street, De Doorns, 6875",-33.4813,19.6718,,,,,who_mfl
De Wet Satellite Clinic,clinic,Public,WC,,,-33.6052,19.5145,,,,,who_mfl
Delft South Clinic,clinic,,WC,Cape Town,Boyce Street,-33.9917,18.6336,,,,+27 21 444 8974,who_mfl
Dennemere Clinic,clinic,,WC,,,-33.9842,18.7049,,,,,who_mfl
Diazville Clinic,clinic,Public,WC,,,-33.0083,17.9225,,,,,who_mfl
Diep River Clinic,clinic,,WC,,,-34.0345,18.4669,,,,,who_mfl
Dirkie Uys CHC/Clinic,clinic,Public,WC,Cape Town,"Dingle Road, Vasco Estate, Cape Town, 7460",-33.9106,18.5504,,,,,who_mfl
Dirkie Uys Street Satellite Clinic,clinic,Public,WC,,,-33.9099,19.12,,,,,who_mfl
Dis-Chem Claremont Pharmacy,clinic,Independent,WC,Cape Town,178/182 Main Road,,,,,,,dsfsi_vacc
Dis-Chem Noordhoek Pharmacy,clinic,Independent,WC,Cape Town,Cnr Ou Kaapse Weg Noordhoek Main Road,,,,,,,dsfsi_vacc
Dis-Chem Parow Centre Pharmacy,clinic,Independent,WC,Cape Town,Corner Voortrekker & De la Rey Streets,,,,,,,dsfsi_vacc
Dis-Chem Tygervalley Pharmacy,clinic,Independent,WC,Cape Town,39 Carl Cronje Road,,,,,,,dsfsi_vacc
Dis-Chem Weskus Mall Pharmacy,clinic,Independent,WC,,110 Saldanha Road,,,,,,,dsfsi_vacc
Disa Hall Tygerberg Hospital,clinic,,WC,Cape Town,"Tygerberg Hospital, Francie van Zijl Avenue",,,,,,,dsfsi_vacc
Discovery - Virgin Active Claremont,clinic,,WC,Cape Town,"1st Floor, MontClare Place cnr Main Road &, Campground Rd, Claremont, Cape Town, 7708",,,,,,,dsfsi_vacc
Discovery - Virgin Active N1 City,clinic,,WC,Cape Town,"N1 City Value Mall, 102 Solly Smiedt St, Goodwood, Cape Town, 7460",,,,,,,dsfsi_vacc
District Six CDC,clinic,,WC,Cape Town,"Corner Primrose And Caledon Street, Cape Town, 8000",,,,,,,dsfsi_vacc
District Six Community Day Centre,clinic,,WC,Cape Town,Caledon Street,-33.92872,18.4260753,,,,,osm
Dominican Grimley School Hall,clinic,,WC,Cape Town,Cnr Valley & Park Avenue,,,,,,,dsfsi_vacc
Don and Pat Bilton Clinic,clinic,Public,WC,,"5 Pajora Way, Jamestown",-33.9794,18.8489,,,,,who_mfl
Dr Ivan Toms Clinic,clinic,,WC,Cape Town,,-33.9918,18.6722,,,,,who_mfl
Dr. G. Stockton,clinic,,WC,Hout Bay,Barry Road,-34.0322225,18.3592582,,,,,osm
Dr. Lionel Jedeikin Alchimia Clinic,clinic,,WC,Cape Town,Kloof Street,-33.9344269,18.4066931,,,,+27 21 423 2085,osm
Driftsands Satellite Clinic,clinic,,WC,,,-34.0266,18.6964,,,,,who_mfl
Du Noon CHC,clinic,,WC,Cape Town,"Cnr of Winning & McClaren Rd, Du Noon, 7441",,,,,,,dsfsi_vacc
Du Noon Clinic,clinic,,WC,Cape Town,,-33.8191,18.5403,,,,,who_mfl
Durbanville CHC/Clinic,clinic,Public,WC,Cape Town,Benurban Road,-33.8301,18.6542,,,,+27219761766,who_mfl
Eastridge Clinic,clinic,,WC,,,-34.0466,18.6222,,,,,who_mfl
Eendekuil Satellite Clinic,clinic,Public,WC,,,-32.9008,18.7617,,,,,who_mfl
Eikendal Clinic,clinic,,WC,,,-33.8565,18.7176,,,,,who_mfl
Eikestad Hall,clinic,,WC,,87 Lang Street,,,,,,,dsfsi_vacc
Elands Bay Clinic,clinic,Public,WC,,,-32.3091,18.3461,,,,,who_mfl
Elim Satellite Clinic,clinic,Public,WC,,Diw Werf Elim,-34.6771,19.9008,,,,,who_mfl
Empilisweni Worcester Clinic,clinic,Public,WC,,"Mayinjana Ave, Zweletemba, Worcester, 6840",-33.6441,19.4914,,,,,who_mfl
Factreton Clinic,clinic,,WC,,,-33.9089,18.511,,,,,who_mfl
Fezeka Health Office,clinic,,WC,,,-34.0021,18.5653,,,,,who_mfl
FiSantékraal Clinic,clinic,,WC,,,-33.7821,18.7179,,,,,who_mfl
Fish Hoek Clinic,clinic,Netcare,WC,Fish Hoek Cape Town,5th Avenue,-34.1373,18.4275,,,,+27 21 782 6057,who_mfl
Fort Haven Hall Barrydale,clinic,,WC,,"Heidelaan, Fort Haven, Barrydale",,,,,,,dsfsi_vacc
Franschhoek Pharmacy,clinic,,WC,,62 Huguena T Road,,,,,,,dsfsi_vacc
Gansbaai Clinic,clinic,Public,WC,Gansbaai,Main Street,-34.5898,19.351,,,,+27 28 814 3530 x3535,who_mfl
Garden Village Hall Somerset West,clinic,,WC,Cape Town,"Community Centre, Gum Str, Garden Village, Somerset West",,,,,,,dsfsi_vacc
Geard Pharmacy,clinic,,WC,,"69 Voortrekker Road, Malmesbury",,,,,,,dsfsi_vacc
Genadendal Clinic,clinic,Public,WC,,"Hester Dorothea Hall, Genadendal, 7234",-34.0368,19.5608,,,,,who_mfl
George Mobile 1,clinic,,WC,,,,,,,,,dsfsi_vacc
Goedverwacht Satellite Clinic,clinic,Public,WC,,,-32.865,18.6983,,,,,who_mfl
Goodwood Hall,clinic,,WC,Cape Town,"Mcdonald St, Goodwood, Cape Town, 7466",,,,,,,dsfsi_vacc
Gordon's Bay Clinic,clinic,,WC,Cape Town,"Moumtainside Boulevard and Sir Lowrys Pass Road, Gordons Bay",-34.1532,18.8794,,,,+27 21 444 9315,who_mfl
Gouda Clinic,clinic,Public,WC,,"Roos Street, Gouda",-33.2927,19.0458,,,,,who_mfl
Gouritsmond Hall,clinic,,WC,,,,,,,,,dsfsi_vacc
Graafwater Clinic,clinic,Public,WC,,,-32.1594,18.6056,,,,,who_mfl
Grabouw Kleinbegin/Timbers,clinic,,WC,,28 Worcester Street,,,,,,,dsfsi_vacc
Grassy Park Civic Centre Clinic,clinic,,WC,Cape Town,"Victoria Road, Grassy Park",-34.0495,18.4964,,,,,who_mfl
Green Point Clinic,clinic,,WC,Cape Town,"Portswood Road, Greenpoint",-33.9057,18.416,,,,+27 21 447 2844,who_mfl
Greymead/Molteno Clinic,clinic,,WC,,,-34.1641,19.035,,,,,who_mfl
Greyton Satellite Clinic,clinic,Public,WC,,1 Park Street,-34.0501,19.606,,,,,who_mfl
Groendal Clinic,clinic,Public,WC,,,-33.8949,19.1011,,,,,who_mfl
Groendal Community Hall,clinic,,WC,,"29 Stiebeuel Str, Le Roux, Franschoek, 7690",,,,,,,dsfsi_vacc
Groenvallei Satellite Clinic,clinic,,WC,,,-33.8911,18.6691,,,,,who_mfl
Hanna Coetzee Clinic,clinic,Public,WC,,,-32.9161,18.0103,,,,,who_mfl
Happy Valley Clinic,clinic,,WC,,"Happy Valley, Saltana Laan, Bonnievale, 6730",,,,,,,dsfsi_vacc
Harbour Bay Medical Centre,clinic,,WC,,,-34.1705738,18.4278967,,,,,osm
Harmonie Clinic,clinic,,WC,,,-33.851,18.7121,,,,,who_mfl
Hawston Clinic,clinic,Public,WC,,,-34.3403,19.0295,,,,,who_mfl
Hawston Thusong Hall,clinic,,WC,,2 Church Street,,,,,,,dsfsi_vacc
Hazendal Satellite Clinic,clinic,,WC,,,-33.9571,18.5064,,,,,who_mfl
Heidelberg Duivenhoks Hall,clinic,,WC,,Eksteen Street,,,,,,,dsfsi_vacc
Heideveld CHC,clinic,,WC,Cape Town,"221A Heideveld Road, Heideveld, Cape Town, 7764",,,,,,,dsfsi_vacc
Heideveld Clinic,clinic,,WC,Cape Town,"Heideveld Road, Heideveld, Cape Town, 7764",-33.968,18.5514,,,,,who_mfl
Hermanus Auditorium,clinic,,WC,,"Harmony Avenue, Hermanus",,,,,,,dsfsi_vacc
Hermanus CDC,clinic,,WC,,Corner Of Swartdam Weg En Gideon Van Wyk Crescent,,,,,,,dsfsi_vacc
Hermon Satellite Clinic,clinic,,WC,,,-33.439,18.9511,,,,,who_mfl
Hexberg Satellite Clinic,clinic,Public,WC,,,-33.7994,19.0161,,,,,who_mfl
Hillcrest Clinic Wellington,clinic,,WC,,,-33.655,18.995,,,,,who_mfl
Hillcrest Satellite Clinic,clinic,,WC,,,-34.0066,18.7044,,,,,who_mfl
Hillside Clinic,clinic,,WC,,"Plein Street, Hillside",,,,,,,dsfsi_vacc
Honeyside Satellite Clinic,clinic,,WC,,,-33.9799,18.5147,,,,,who_mfl
Hope Street Dental,clinic,,WC,Cape Town,Hope Street,,,,,,,dsfsi_vacc
Hospital Street Clinic,clinic,,WC,,,-33.6461,18.9958,,,,,who_mfl
Hout Bay Harbour CHC/Clinic,clinic,Public,WC,Cape Town,Karbonkel Street,-34.0541,18.3427,,,,,who_mfl
Hout Bay Main Road Clinic,clinic,,WC,Hout Bay Cape Town,Victoria Avenue,-34.0295,18.3573,,,,+27 21 790 3120,who_mfl
Huis McCrone Clinic,clinic,Public,WC,,"Schwartz Street, Wellington",-33.6393,18.9984,,,,,who_mfl
Idas Valley Clinic,clinic,Public,WC,,"Helshoogte Road, Idas Valley",-33.9244,18.875,,,,,who_mfl
Ikhwezi Community Hall,clinic,,WC,Cape Town,178 Steve Biko Street,,,,,,,dsfsi_vacc
JJ Du Pre Le Roux Clinic,clinic,Public,WC,,,-33.7411,18.9619,,,,,who_mfl
Jubilee Health Centre,clinic,,WC,,,-33.932925,18.4696334,,,,,osm
Kalbaskraal Satellite Clinic,clinic,Public,WC,,,-33.5733,18.6472,,,,,who_mfl
Kayamandi Clinic,clinic,Public,WC,"Kayamandi, Stellenbosch",56 Bassi Street,-33.9191,18.8461,,,,,who_mfl
Kayamandi Corridor,clinic,,WC,,George Blake Street,,,,,,,dsfsi_vacc
Kensington CDC,clinic,,WC,Cape Town,"6Th Avenue, Kensington, 7405",,,,,,,dsfsi_vacc
Kensington Clinic,clinic,,WC,Cape Town,"85-6th Avenue, Kensington",-33.911,18.503,,,,,who_mfl
Keurhoek Satellite Clinic,clinic,,WC,,44 Watson Street Rheenendal Knysna 6576,,,,,,,dsfsi_vacc
Kewtown New Apostolic Church,clinic,,WC,Cape Town,"65A Eland St, Kewtown, Cape Town, 7764",,,,,,,dsfsi_vacc
Khayelitsha (Site B) CHC,clinic,,WC,Cape Town,Lwandle Road,,,,,,,dsfsi_vacc
Klapmuts Clinic,clinic,Public,WC,,,-33.8094,18.8644,,,,,who_mfl
Klapmuts Multi-Purpose Centre,clinic,,WC,,"Klapmuts, 7625",,,,,,,dsfsi_vacc
Klein Drakenstein Clinic,clinic,Public,WC,,"Keerweerder Street, Paarl East",-33.7391,19.0244,,,,,who_mfl
Klein Nederburg Clinic,clinic,Public,WC,,,-33.7272,18.9992,,,,,who_mfl
Kleinvlei CDC,clinic,,WC,Cape Town,"Corner Of Alber Philander And Melkbos Roads, Kleinvlei, Eersteriver",,,,,,,dsfsi_vacc
Kleinvlei Clinic,clinic,,WC,Cape Town,Cnr Melkbos and Albert Philander Road,-33.9869,18.7176,,,,,who_mfl
Kleinvlei Recreational Hall,clinic,,WC,Cape Town,"Cnr Albert Philander & Melkbos Streets, Kleinvlei",,,,,,,dsfsi_vacc
Klip Road Clinic,clinic,,WC,,,-34.0354,18.5031,,,,,who_mfl
Knysna CDC,clinic,,WC,,10640 Joodsekamp Corncodia Road Knysna,,,,,,,dsfsi_vacc
Knysna Town Hall,clinic,,WC,,Queen Street,,,,,,,dsfsi_vacc
Kommetjie Satellite Clinic,clinic,,WC,,,-34.1406,18.329,,,,,who_mfl
Koringberg Satellite Clinic,clinic,Public,WC,,,-33.0138,18.6775,,,,,who_mfl
Kuyasa Male Clinic,clinic,,WC,Khayelitsha,Walter Sisulu Road,-34.05,18.65,,,,+27 21 444 6939,who_mfl
Kylemore Clinic,clinic,Public,WC,,"19 Skool Street, Kylemore, 7600",-33.9191,18.9533,,,,,who_mfl
Ladismith DRC Church Hall,clinic,,WC,,Queen Street,,,,,,,dsfsi_vacc
Laingville Clinic,clinic,Public,WC,,,-32.7872,18.0597,,,,,who_mfl
Lalie Cleophas Clinic,clinic,Public,WC,,,-33.0669,18.3361,,,,,who_mfl
Lamberts Bay Clinic,clinic,Public,WC,,,-32.0944,18.3067,,,,,who_mfl
Langebaan Clinic,clinic,Public,WC,,,-33.0827,18.0356,,,,,who_mfl
Lansdowne Clinic,clinic,,WC,,,-33.9916,18.5052,,,,,who_mfl
Lansdowne Library Hall,clinic,,WC,Cape Town,Cnr Church Street and Lansdowne Road,,,,,,,dsfsi_vacc
Lavender Hill Clinic,clinic,,WC,Lavender Hill,"Grindle Crescent,",-34.0684,18.4862,,,,,who_mfl
Leipoldtville Satellite Clinic,clinic,Public,WC,,,-32.2225,18.4821,,,,,who_mfl
Lentegeur Hospital Hall,clinic,,WC,Cape Town,Highlands Drive,,,,,,,dsfsi_vacc
Leonsdale Satellite Clinic,clinic,,WC,,,-33.9193,18.5755,,,,,who_mfl
Life Kingsbury Hosp,clinic,,WC,Cape Town,23 Wilderness Road,,,,,,,dsfsi_vacc
Living Hope,clinic,,WC,,Kommetjie Road,-34.1323547,18.3843493,,,,,osm
Lizo Nobanda TB Centre,clinic,,WC,,,-34.054201,18.666642,,,,,osm
Lotus River Clinic,clinic,,WC,,,-34.0326,18.5238,,,,,who_mfl
Louwville Clinic,clinic,Public,WC,,,-32.917,18.0,,,,,who_mfl
Lwandle Clinic,clinic,,WC,,,-34.1208,18.864,,,,,who_mfl
Macassar CDC,clinic,,WC,Cape Town,"Cnr Hospital And Musica Street, Macassar, Cape Town, 7130",,,,,,,dsfsi_vacc
Macassar Clinic,clinic,,WC,Cape Town,"Cnr Hospital and Musica Street, Macassar, Cape Town, 7130",-34.0669,18.7494,,,,,who_mfl
Macassar Community Day Centre,clinic,,WC,,,-34.0609946,18.7636151,,,,,osm
Macassar New Civic,clinic,,WC,Cape Town,"Burg St, Macassar, Cape Town, 7130",,,,,,,dsfsi_vacc
Maitland Clinic,clinic,,WC,Cape Town,3 Norfolk Street Maitland,-33.9222,18.4888,,,,+27 21 510 6473,who_mfl
Maitland Garden Village Satellite Clinic,clinic,,WC,,,-33.9336,18.4848,,,,,who_mfl
Malibu Clinic,clinic,,WC,,,-33.9961,18.6931,,,,,who_mfl
Malmesbury Satellite Clinic,clinic,Public,WC,,,-33.4613,18.7311,,,,,who_mfl
Mandalay Satellite Clinic,clinic,,WC,,,-34.0165,18.6252,,,,,who_mfl
Manenberg Clinic,clinic,,WC,,,-33.9883,18.5552,,,,,who_mfl
Maria Pieterse Satellite Clinic,clinic,Public,WC,,,-33.6547,19.4511,,,,,who_mfl
Masiphumelele Clinic,clinic,,WC,,,-34.129,18.3784,,,,,who_mfl
Matroosfontein Satellite Clinic,clinic,,WC,,,-33.9381,18.5724,,,,,who_mfl
Mayenzeke Clinic,clinic,,WC,"Makaza, City of Cape Town",Fundana Street,-34.0521,18.7021,,,,,who_mfl
Mbekweni Community Hall,clinic,,WC,,43 Mphakalasi,,,,,,,dsfsi_vacc
McGregor Clinic,clinic,Public,WC,McGregor,Tindall Street,-33.9476,19.8293,,,,+27 23 625 1932,who_mfl
Mediclinic Milnerton Hosp,clinic,Mediclinic,WC,Cape Town,117 Racecourse Road Cnr Racecourse and Koeberg Road,,,,,,,dsfsi_vacc
Mediclinic Winelands Orthopaedic Hospital,clinic,Mediclinic,WC,,"cnr Saffraan & Rokewood Avenue, Die Boord, Stellenbosch",,,,,,,dsfsi_vacc
Medicross Bellville,clinic,Netcare,WC,Cape Town,"24 Bella Rosa St, Omniplace, Bellville, 7530",-33.901,18.629,211,,healthbridge,,curated
Medicross Milnerton,clinic,Netcare,WC,Cape Town,"Koeberg Rd, Milnerton, 7435",-33.872,18.513,139,,healthbridge,,curated
Medicross Table View,clinic,Netcare,WC,Cape Town,"Blaauwberg Rd, Table View, 7441",-33.826,18.515,,,healthbridge,,curated
Medscheme Cape Town,clinic,,WC,Cape Town,"Block F, The Boulevard, Searle Street",,,,,,,dsfsi_vacc
Melkbosstrand Clinic,clinic,,WC,,,-33.7166,18.4485,,,,,who_mfl
Melkhoutfontein Satellite Clinic,clinic,,WC,,Erica Cresent Melkhoutfontein,,,,,,,dsfsi_vacc
Mfuleni CHC/Clinic,clinic,Public,WC,Cape Town,"Church Street, Mfuleni, Blackheath",-34.0052,18.6819,,,,,who_mfl
Middelpos Satellite Clinic,clinic,,WC,,,-32.9,17.87,,,,,who_mfl
Milnerton Satellite Clinic,clinic,Mediclinic,WC,Cape Town,"Racecourse Road, 7441",-33.8669,18.5035,,,,,who_mfl
Momentum Metropolitan Vaccination Centre-Belville,clinic,,WC,Cape Town,"Parc Du Cap, Building 5 - Ground floor 5 Mispel Street, Bellville, 7535",,,,,,,dsfsi_vacc
Montagu Bad Street Clinic,clinic,,WC,Montagu,Bath Street,-33.7863,20.1245,,,,,who_mfl
Montagu Community Hall,clinic,,WC,,Wilhelm Thys Avenue,,,,,,,dsfsi_vacc
Mooi Uitsig Community Hall,clinic,,WC,,"Mooi Uitsig, Bettysbay",,,,,,,dsfsi_vacc
Morton & Partners Radiologists,clinic,,WC,,Mediterranean Street,-33.9181157,18.4300266,,,,,osm
Mossel Bay Outreach Mobile,clinic,,WC,,"21st Avenue, Mossel Bay hospital",,,,,,,dsfsi_vacc
Mossel Bay Town Hall,clinic,,WC,,Marsh Street,,,,,,,dsfsi_vacc
Mosskem Apteek,clinic,,WC,,"Spar Centre, Cnr Kompanje & Onderbos Avenue, Hartenbos, 6520",,,,,,,dsfsi_vacc
Mount Pleasant Clinic,clinic,Public,WC,,,-34.4151,19.2129,,,,,who_mfl
Mount Pleasant Moffat Hall,clinic,,WC,,"Dahlia Street, Mount Pleasant, Hermanus",,,,,,,dsfsi_vacc
Muizenberg Clinic,clinic,,WC,,,-34.1069,18.4696,,,,,who_mfl
Munnik Street Clinic,clinic,,WC,,,-33.368,19.3094,,,,,who_mfl
Myddleton Clinic,clinic,,WC,,,-34.2315,19.4253,,,,,who_mfl
Mzamomhle Clinic,clinic,,WC,,,-34.0095,18.5908,,,,,who_mfl
N1 City Clicks Pharmacy,clinic,Independent,WC,Cape Town,"Shop 6, N1 City, Frans Conradie Drive",,,,,,,dsfsi_vacc
NOAH Clinic,clinic,,WC,Cape Town,Regent Street,-33.9285473,18.4523772,,,,,osm
Napier Clinic,clinic,Public,WC,,H/R Volhan En Wes Street Napierbredasdorp,-34.4703,19.8933,,,,,who_mfl
Nduli Clinic,clinic,Public,WC,,"53 Chris Hani Drive, Nduli, Ceres, 6834",-33.3563,19.3406,,,,,who_mfl
Nelson Mandela Hall,clinic,,WC,,"DC Bastiaan Street, Bredasdorp",,,,,,,dsfsi_vacc
Netreg Clinic,clinic,,WC,,Jakkalsvlei Avenue,-33.9486,18.5603,,,,+27 21 694 1733,who_mfl
