___id___,category,companyname,dateissued,email,expirydate,faxnumber,licenceno,phonenumber,postaladdress,province,residentialaddress,responsiblepharmacist,responsiblepharmacistsection36exemption,type_of_licence_and_authorised_site_activity,typeoflicenceandauthorisedsiteactivity
254367,Certificate_Product_Registration,Sandoz South Africa (Pty) Ltd,11/02/2022,indirani.govender@sandoz.com,11/02/2027,,0000000670.-.15,011 347 6600,Magwa Crescent West. Waterfall City. Jukskei View. Midrand. 2090,,Magwa Crescent West. Waterfall City. Jukskei View. Midrand. 2090,Indirani Govender,,,Import &amp; Export
254368,Certificate_Product_Registration,Sanofi-Aventis South Africa (Pty) Ltd,28/06/2024,graeme.james@sanofi.com ,28/06/2029,,0000000683.-.19,2711 256 3700 or 083 442 0957,Private Bag X207. Midrand. Gauteng. 1683,,Hertford Office Park. Building I. 5th Floor. 90 Bekker Road. Vorna Valley. Midrand. 2196,Graeme Leslie James,,,Import &amp; Export
254369,Certificate_Product_Registration,Servier Laboratories SA (Pty) Ltd,01/10/2024,Nolwazi.shishaba@servier.com ,01/10/2029,,0000000551.-.11,27 115 253 447,3rd Floor. Building J. Hertford Office Park. 90 Bekker Road. Vorna Valley. Midrand. Gauteng. 1686,,3rd Floor. Building J. Hertford Office Park. 90 Bekker Road. Vorna Valley. Midrand. Gauteng. 1686,Nolwazi Shishaba,,,Import &amp; Export
254370,Certificate_Product_Registration,Shanur Healthcare (Pty) Ltd,06/04/2022,lsuleman@dezzopharm.co.za ,06/04/2027,,0000000876.-.16,27 116 111 400,Loch House. Unit 003. 3A Eton Road. Parktown. Johannesburg. 2193,,Loch House. Unit 003. 3A Eton Road. Parktown. Johannesburg. 2193,Lutfiyya Suleman,,,Import &amp; Export
254371,Certificate_Product_Registration,Sila Pharmaceuticals (Pty) Ltd,24/02/2026,heatherm@silapharm.co.za,24/02/2031,,0000001505.-.1,010 224 0883 or 0 79 948 2544,Unit 15. Bates House. Waterfall Office Park. Vorna Valley. Midrand. Gauteng. 1686,,Unit 15. Bates House. Waterfall Office Park. Vorna Valley. Midrand. Gauteng. 1686,Heather Lindelwe Moyo,,,Import &amp; Export
254372,Certificate_Product_Registration,Smart Pharmaceuticals (Pty) Ltd,27/05/2022,smartpharma@telkomsa.net,27/05/2027,,0000001228.-.2,27 219 873 621,Postnet Suite 67. Private Bag X3. Glosderry. Cape Town. 7702,,247 Voortrekker Road. Kraaifontein. Cape Town. 7570,Zanaib Parker,,,Import &amp; Export
254373,Certificate_Product_Registration,Smith &amp; Nephew Pharmaceuticals (Pty) Ltd,31/10/2024,Athene.Saul@smith-nephew.com,31/10/2029,,0000000506.-.13,031 242 8102 or 084 445 7004,P O Box 92. Pinetown. Durban. KwaZulu-Natal. 3600,,30 The Boulevard. Westend Office Park. Westville. Durban. KwaZulu-Natal. 3629,Athene Ingrid Saul,,,Import &amp; Export
254374,Certificate_Product_Registration,Soflens (Pty) Ltd,24/05/2024,Marianne.Oosthuizen@bausch.com ,24/05/2029,,0000000246.-.16,010 025 2100 or 082 850 2921,Building B. First Floor Westend Office Park. 254 Hall Street. Centurion. Gauteng. 0157,,Building B. First Floor Westend Office Park. 254 Hall Street. Centurion. Gauteng. 0157,Marianne Oosthuizen,,,Import &amp; Export
254375,Certificate_Product_Registration,Sonke Pharmaceuticals (Pty) Ltd,25/04/2023,Lydia.moekeletsi@sunpharma.com ,25/04/2028,,0000000959.-.14,012 643 2091 and 083 302 9583,P O Box 10458. Centurion. Gauteng. 0046,,Riverside Office Park. Ground Floor. Tugela House. 1303 Heuwel Avenue. Centurion. Gauteng. 0157,Matshwene Lydia Moekeletsi,,,Import &amp; Export
254376,Certificate_Product_Registration,Spear Pharmaceuticals (Pty) Ltd,03/03/2022,sandra@spearpharma.co.za,03/03/2027,,0000001196.-.6,27 824 550 863,2 Bruton Road. Block C. Nicol Main Office Park. Bryanston. 2191,,2 Bruton Road. Block C. Nicol Main Office Park. Bryanston. 2191,Sandra Abreu,,,Import &amp; Export
254377,Certificate_Product_Registration,Specpharm (Pty) Ltd,06/05/2024,abraga@specpharm.co.za ,06/05/2029,,0000000499.-.13,27 116 520 418,Corner 15th &amp; Pharmaceutical Roads. Halfway House. Midrand. Gauteng. 1685,,Corner 15th &amp; Pharmaceutical Roads. Halfway House. Midrand. Gauteng. 1685,Anabela Vilaça Moreira Braga,,,Import &amp; Export
254378,Certificate_Product_Registration,Strides Pharma (SA) (Pty) Ltd,26/05/2022,rp@stridessa.co.za ,26/05/2027,,0000001206.-.6,010 594 5610 or 065 923 9938,3 Gwen Lane. Fourth Floor. Sandton. Gauteng. 2031,,3 Gwen Lane. Fourth Floor. Sandton. Gauteng. 2031,Mmabaledi Nandi Matjila,,,Import
254379,Certificate_Product_Registration,Takeda (Pty) Ltd,14/08/2024,portia.tabile@takeda.com,14/08/2029,,0000000265.-.17,2711 514-3000,P O Box 70086- Bryanston- Johannesburg. Gauteng. 2021,,Building A. Monte Circle. 64 Montecasino Boulevard. Fourways. Johannesburg. Gauteng. 2191,Margaret Majela (Portia) Tabile,,,Import &amp; Export
254380,Certificate_Product_Registration,Talo Consumer Solutions (Pty) Ltd,26/09/2024,arthur@tcsbrands.co.za ,26/09/2029,,0000001471.-.1,079 877 0009 or 012 942 3579,30 Bell Crescent. Hennopspark X7. Centurion. Pretoria. Gauteng. 0046,,30 Bell Crescent. Hennopspark X7. Centurion. Pretoria. Gauteng. 0046,Arthur William Eckard,,,Import &amp; Export
254381,Certificate_Product_Registration,Teva Pharmaceuticals (Pty) Ltd,21/05/2024,salomie.keyser@teva.co.za ,21/05/2029,,0000000573.-.17,082 468 9865 or 011 055 0200,P O Box 653590. Benmore. Gauteng. 2010,,1st Floor Building 3. Maxwell Office Park. Magwa Crescent West. Waterfall City. Midrand. Gauteng. 1685,Salomina Aletta Getruida Keyser,,,Import &amp; Export
254382,Certificate_Product_Registration,Tiger Consumer Brands,16/05/2025,kershnee.gopalsamy@tigerbrands.com ,16/05/2030,,000001169.-.5,011 921 1694 or 066 055 3120,2 Purlin Road. Isando. Kempton Park. Gauteng. 1600,,2 Purlin Road. Isando. Kempton Park. Gauteng. 1600,Kershnee Gopalsamy,,,Importe &amp; Export
254383,Certificate_Product_Registration,Trinity Pharma (Pty) Ltd,26/08/2022,shamillah.holland@trinitypharma.co.za or cherylynn.johnson@trinitypharma.co.za ,26/08/2027,,0000000776.-.16,27105945610,P O Box 68687- Bryanston. Johannesburg. 2021,,3 Gwen Lane. Fourth Floor. Sandton. Gauteng. 2031,Shamillah Holland,,,Import &amp; Export
254384,Certificate_Product_Registration,Umsebe Healthcare,17/03/2022,regulatory@umsebe.com or henk@umsebe.com,17/03/2027,,0000001100.-.7,021 202 5742 ext.102 or 083 774 7322,506 Sunclare Building. 21 Dreyer Street. Claremont. Cape Town. Western Cape. 7708,,506 Sunclare Building. 21 Dreyer Street. Claremont. Cape Town. Western Cape. 7708,Henk Swart,,,Import &amp; Export
254385,Certificate_Product_Registration,Unichem SA (Pty) Ltd,12/03/2024,pharmacist@unichemsa.co.za ,12/03/2029,,0000000328.-.13,27215310436,San Domenico. Ground Floor. Unit G4. 10 Church Street. Durbanville. Cape Town. Western Cape. 7551,,San Domenico. Ground Floor. Unit G4. 10 Church Street. Durbanville. Cape Town. Western Cape. 7551,Michelle Vivier,,,Import &amp; Export
254386,Certificate_Product_Registration,Unicorn Pharmaceutica (Pty) Ltd (currently onwed by Abex Pharmaceutical (Pty) Ltd,24/12/2021, Jeanine.jvrensburg@unicornpharma.co.za,24/12/2026,,0000001109.-.9,021 300 6907 or 082 086 8937,4th Floor Offices. Block A. The District Building. 41 Sir Lowry Road. Woodstock. Cape Town. Western Cape. 7925,,4th Floor Offices. Block A. The District Building. 41 Sir Lowry Road. Woodstock. Cape Town. Western Cape. 7925,Jeanine Janse van Rensburg,,,Import &amp; Export
254387,Certificate_Product_Registration,Unimed Healthcare (Pty) Ltd,01/10/2024,fahmida@unimedhealthcare.co.za or regulatory@unimedhealthcare.co.za ,01/10/2029,,0000001010.-.7,27110566999 or 0824624979,Private Bag X12. Pretoria West. Gauteng. 0117,,Corner Birch Road and Bluegum Avenue. Anchorville. Lenasia. Gauteng. 1827,Fahmida Abdul Samid Ebrahim,,,Import &amp; Export
254388,Certificate_Product_Registration,Veralogix Holdings (Pty) Ltd,22/08/2025,georgev@veralogix.co.za and stmthunzini@gmail.com ,22/08/2030,,0000001493.-.1,013 170 6200. 083 404 3492 and 082 838 8565,3A Laver Street. Clubville. Middelburg. Mpumalanga. 1050,,3A Laver Street. Clubville. Middelburg. Mpumalanga. 1050,Sandile Mthunzini,,,Import &amp; Export
254389,Certificate_Product_Registration,Vetpharma (Pty) Ltd,18/11/2024,regulatory@vetpharma.africa,18/11/2029,,0000001477.-.1,021 932 2019 ext 125,7G Isotope Street. Stikland Industrial. Bellville. Cape Town. Western Cape. 7530,,7G Isotope Street. Stikland Industrial. Bellville. Cape Town. Western Cape. 7530,Maryka Jacolene Le Roux,,,Import &amp; Export
254390,Certificate_Product_Registration,Viatris Healthcare (Pty) Ltd (Formerly Mylan(Pty) Ltd),11/09/2024,sohana.sukhnandan@viatris.com,11/09/2029,,0000000261.-.12,2711 451 1300 ,4 Brewery Street. Isando. Gauteng. 1601,,4 Brewery Street. Isando. Gauteng. 1601,Sohana Sukhnandan,,,Import &amp; Export
254391,Certificate_Product_Registration,Viatris South Africa (Pty) Ltd (Formerly Xixia Pharmaceuticals ),10/12/2024, rizvan.munshi@viatris.com,10/12/2029,,0000000577.-.12,27114511300,4 Brewery Street. Isando. Kempton Park. Gauteng. 1601,,4 Brewery Street. Isando. Kempton Park. Gauteng. 1601,Rizvan Munshi,,,Import &amp; Export
254392,Certificate_Product_Registration,Vicore Health SA (Pty) Ltd,12/02/2026, malherbe.swart@vicorehealth.com,12/02/2031,,0000001504.-.1,27 767 538 838,36 Rietfontein Road. Edenburg. Sandton. Gauteng. 2128,,36 Rietfontein Road. Edenburg. Sandton. Gauteng. 2128,Malherbe Swart,,,Import &amp; Export
254393,Certificate_Product_Registration,Zimbili Pharma cc,03/06/2022,salima.mahomed@zimbili.co.za,03/06/2027,,0000001098.-.4,27 118 525 252,24 Parrot Avenue. Extension 1. Lenasia. Johannesburg. 1820,,24 Parrot Avenue. Extension 1. Lenasia. Johannesburg. 1820,Salima Mahomed,,,Import &amp; Export
254394,Certificate_Product_Registration,Zoetis South Africa (Pty) Ltd(Formerly Pfizer Animal Health Soth Africa (Pty) Ltd),21/08/2023,fayrooz.lambey@zoetis.com,21/08/2028,,0000001131.-.6,27 823 079 561,PostNet Suite 53. Private Bag 9976. Sandton. Gauteng. 2146,,6th Floor North Wing. 90 Rivonia Road. Sandton. Gauteng. 2196,Fayrooz Lambey,,,Import &amp; Export
254395,Certificate_Product_Registration,Zydus Healthcare SA (Pty) Ltd,10/09/2024,regulatory@zydus.co.za ,10/09/2029,,0000000325.-.14,27127486400,Suite 100. Private Bag X32. Highveld Park. Centurion. Gauteng. 0169,,Southdowns Office Park. Building A. Second Floor. 22 Karee Street. Centurion. Gauteng. 0157,Madhu Babu Swarna,,,Import &amp; Export
